"country","date","vaccines","daily_vaccinations"
"Argentina","12/29/2020","Sputnik V","11645"
"Argentina","12/30/2020","Sputnik V","15656"
"Argentina","12/31/2020","Sputnik V","15656"
"Argentina","1/1/2021","Sputnik V","11070"
"Argentina","1/2/2021","Sputnik V","8776"
"Argentina","1/3/2021","Sputnik V","7400"
"Argentina","1/4/2021","Sputnik V","6483"
"Argentina","1/5/2021","Sputnik V","7984"
"Argentina","1/6/2021","Sputnik V","8173"
"Argentina","1/7/2021","Sputnik V","8363"
"Argentina","1/8/2021","Sputnik V","10519"
"Argentina","1/9/2021","Sputnik V","11942"
"Argentina","1/10/2021","Sputnik V","13365"
"Argentina","1/11/2021","Sputnik V","14788"
"Argentina","1/12/2021","Sputnik V","14056"
"Argentina","1/13/2021","Sputnik V","13323"
"Argentina","1/14/2021","Sputnik V","13320"
"Argentina","1/15/2021","Sputnik V","13317"
"Argentina","1/16/2021","Sputnik V","12971"
"Argentina","1/17/2021","Sputnik V","12624"
"Argentina","1/18/2021","Sputnik V","12278"
"Argentina","1/19/2021","Sputnik V","11932"
"Argentina","1/20/2021","Sputnik V","11586"
"Argentina","1/21/2021","Sputnik V","11704"
"Argentina","1/22/2021","Sputnik V","11263"
"Argentina","1/23/2021","Sputnik V","11124"
"Argentina","1/24/2021","Sputnik V","10342"
"Argentina","1/25/2021","Sputnik V","9046"
"Austria","1/5/2021","Pfizer/BioNTech","7850"
"Austria","1/6/2021","Pfizer/BioNTech","3368"
"Austria","1/7/2021","Pfizer/BioNTech","3368"
"Austria","1/8/2021","Pfizer/BioNTech","7263"
"Austria","1/9/2021","Pfizer/BioNTech","5791"
"Austria","1/10/2021","Pfizer/BioNTech","4705"
"Austria","1/11/2021","Pfizer/BioNTech","5031"
"Austria","1/12/2021","Pfizer/BioNTech","6366"
"Austria","1/13/2021","Pfizer/BioNTech","7365"
"Austria","1/14/2021","Pfizer/BioNTech","8429"
"Austria","1/15/2021","Pfizer/BioNTech","7747"
"Austria","1/16/2021","Pfizer/BioNTech","7953"
"Austria","1/17/2021","Pfizer/BioNTech","10129"
"Austria","1/18/2021","Pfizer/BioNTech","11852"
"Austria","1/19/2021","Pfizer/BioNTech","12472"
"Austria","1/20/2021","Pfizer/BioNTech","12489"
"Austria","1/21/2021","Pfizer/BioNTech","12552"
"Austria","1/22/2021","Pfizer/BioNTech","11797"
"Austria","1/23/2021","Pfizer/BioNTech","11765"
"Austria","1/24/2021","Pfizer/BioNTech","9622"
"Bahrain","12/23/2020","Pfizer/BioNTech, Sinopharm","3662"
"Bahrain","12/24/2020","Pfizer/BioNTech, Sinopharm","11106"
"Bahrain","12/25/2020","Pfizer/BioNTech, Sinopharm","5789"
"Bahrain","12/26/2020","Pfizer/BioNTech, Sinopharm","4197"
"Bahrain","12/27/2020","Pfizer/BioNTech, Sinopharm","3662"
"Bahrain","12/28/2020","Pfizer/BioNTech, Sinopharm","3210"
"Bahrain","12/29/2020","Pfizer/BioNTech, Sinopharm","2846"
"Bahrain","12/30/2020","Pfizer/BioNTech, Sinopharm","2622"
"Bahrain","12/31/2020","Pfizer/BioNTech, Sinopharm","1225"
"Bahrain","1/1/2021","Pfizer/BioNTech, Sinopharm","1258"
"Bahrain","1/2/2021","Pfizer/BioNTech, Sinopharm","1220"
"Bahrain","1/3/2021","Pfizer/BioNTech, Sinopharm","1011"
"Bahrain","1/4/2021","Pfizer/BioNTech, Sinopharm","943"
"Bahrain","1/5/2021","Pfizer/BioNTech, Sinopharm","1122"
"Bahrain","1/6/2021","Pfizer/BioNTech, Sinopharm","1594"
"Bahrain","1/7/2021","Pfizer/BioNTech, Sinopharm","1942"
"Bahrain","1/8/2021","Pfizer/BioNTech, Sinopharm","2706"
"Bahrain","1/9/2021","Pfizer/BioNTech, Sinopharm","3437"
"Bahrain","1/10/2021","Pfizer/BioNTech, Sinopharm","4080"
"Bahrain","1/11/2021","Pfizer/BioNTech, Sinopharm","4427"
"Bahrain","1/12/2021","Pfizer/BioNTech, Sinopharm","4840"
"Bahrain","1/13/2021","Pfizer/BioNTech, Sinopharm","4699"
"Bahrain","1/14/2021","Pfizer/BioNTech, Sinopharm","5332"
"Bahrain","1/15/2021","Pfizer/BioNTech, Sinopharm","6361"
"Bahrain","1/16/2021","Pfizer/BioNTech, Sinopharm","7572"
"Bahrain","1/17/2021","Pfizer/BioNTech, Sinopharm","7473"
"Bahrain","1/18/2021","Pfizer/BioNTech, Sinopharm","7176"
"Bahrain","1/19/2021","Pfizer/BioNTech, Sinopharm","6546"
"Bahrain","1/20/2021","Pfizer/BioNTech, Sinopharm","6110"
"Belgium","12/28/2020","Pfizer/BioNTech","3606"
"Belgium","12/29/2020","Pfizer/BioNTech","1"
"Belgium","12/30/2020","Pfizer/BioNTech","234"
"Belgium","12/31/2020","Pfizer/BioNTech","159"
"Belgium","1/1/2021","Pfizer/BioNTech","122"
"Belgium","1/2/2021","Pfizer/BioNTech","97"
"Belgium","1/3/2021","Pfizer/BioNTech","81"
"Belgium","1/4/2021","Pfizer/BioNTech","70"
"Belgium","1/5/2021","Pfizer/BioNTech","283"
"Belgium","1/6/2021","Pfizer/BioNTech","736"
"Belgium","1/7/2021","Pfizer/BioNTech","1855"
"Belgium","1/8/2021","Pfizer/BioNTech","3134"
"Belgium","1/9/2021","Pfizer/BioNTech","3578"
"Belgium","1/10/2021","Pfizer/BioNTech","3634"
"Belgium","1/11/2021","Pfizer/BioNTech","4398"
"Belgium","1/12/2021","Pfizer/BioNTech","6284"
"Belgium","1/13/2021","Pfizer/BioNTech","8558"
"Belgium","1/14/2021","Pfizer/BioNTech","10320"
"Belgium","1/15/2021","Pfizer/BioNTech","12023"
"Belgium","1/16/2021","Pfizer/BioNTech","12246"
"Belgium","1/17/2021","Pfizer/BioNTech","12582"
"Belgium","1/18/2021","Pfizer/BioNTech","13135"
"Belgium","1/19/2021","Pfizer/BioNTech","13001"
"Belgium","1/20/2021","Pfizer/BioNTech","12222"
"Belgium","1/21/2021","Pfizer/BioNTech","11112"
"Belgium","1/22/2021","Pfizer/BioNTech","9632"
"Brazil","1/16/2021","Sinovac","17220"
"Brazil","1/17/2021","Sinovac","112"
"Brazil","1/18/2021","Sinovac","554"
"Brazil","1/19/2021","Sinovac","3823"
"Brazil","1/20/2021","Sinovac","7136"
"Brazil","1/21/2021","Sinovac","27304"
"Brazil","1/22/2021","Sinovac","40980"
"Brazil","1/23/2021","Sinovac","76825"
"Brazil","1/24/2021","Sinovac","86373"
"Brazil","1/25/2021","Sinovac","99928"
"Bulgaria","12/29/2020","Moderna, Pfizer/BioNTech","1010"
"Bulgaria","12/30/2020","Moderna, Pfizer/BioNTech","2889"
"Bulgaria","12/31/2020","Moderna, Pfizer/BioNTech","1477"
"Bulgaria","1/1/2021","Moderna, Pfizer/BioNTech","1007"
"Bulgaria","1/2/2021","Moderna, Pfizer/BioNTech","799"
"Bulgaria","1/3/2021","Moderna, Pfizer/BioNTech","675"
"Bulgaria","1/4/2021","Moderna, Pfizer/BioNTech","592"
"Bulgaria","1/5/2021","Moderna, Pfizer/BioNTech","533"
"Bulgaria","1/6/2021","Moderna, Pfizer/BioNTech","472"
"Bulgaria","1/7/2021","Moderna, Pfizer/BioNTech","920"
"Bulgaria","1/8/2021","Moderna, Pfizer/BioNTech","1231"
"Bulgaria","1/9/2021","Moderna, Pfizer/BioNTech","1222"
"Bulgaria","1/10/2021","Moderna, Pfizer/BioNTech","1246"
"Bulgaria","1/11/2021","Moderna, Pfizer/BioNTech","1270"
"Bulgaria","1/12/2021","Moderna, Pfizer/BioNTech","1476"
"Bulgaria","1/13/2021","Moderna, Pfizer/BioNTech","1304"
"Bulgaria","1/14/2021","Moderna, Pfizer/BioNTech","938"
"Bulgaria","1/15/2021","Moderna, Pfizer/BioNTech","682"
"Bulgaria","1/16/2021","Moderna, Pfizer/BioNTech","694"
"Bulgaria","1/17/2021","Moderna, Pfizer/BioNTech","662"
"Bulgaria","1/18/2021","Moderna, Pfizer/BioNTech","782"
"Bulgaria","1/19/2021","Moderna, Pfizer/BioNTech","921"
"Bulgaria","1/20/2021","Moderna, Pfizer/BioNTech","1013"
"Bulgaria","1/21/2021","Moderna, Pfizer/BioNTech","1081"
"Bulgaria","1/22/2021","Moderna, Pfizer/BioNTech","1139"
"Bulgaria","1/23/2021","Moderna, Pfizer/BioNTech","1112"
"Bulgaria","1/24/2021","Moderna, Pfizer/BioNTech","1099"
"Bulgaria","1/25/2021","Moderna, Pfizer/BioNTech","1023"
"Canada","12/14/2020","Moderna, Pfizer/BioNTech","11044"
"Canada","12/15/2020","Moderna, Pfizer/BioNTech","866"
"Canada","12/16/2020","Moderna, Pfizer/BioNTech","1693"
"Canada","12/17/2020","Moderna, Pfizer/BioNTech","2301"
"Canada","12/18/2020","Moderna, Pfizer/BioNTech","2580"
"Canada","12/19/2020","Moderna, Pfizer/BioNTech","2319"
"Canada","12/20/2020","Moderna, Pfizer/BioNTech","2366"
"Canada","12/21/2020","Moderna, Pfizer/BioNTech","2938"
"Canada","12/22/2020","Moderna, Pfizer/BioNTech","3589"
"Canada","12/23/2020","Moderna, Pfizer/BioNTech","4487"
"Canada","12/24/2020","Moderna, Pfizer/BioNTech","5457"
"Canada","12/25/2020","Moderna, Pfizer/BioNTech","5012"
"Canada","12/26/2020","Moderna, Pfizer/BioNTech","5261"
"Canada","12/27/2020","Moderna, Pfizer/BioNTech","5398"
"Canada","12/28/2020","Moderna, Pfizer/BioNTech","5512"
"Canada","12/29/2020","Moderna, Pfizer/BioNTech","6352"
"Canada","12/30/2020","Moderna, Pfizer/BioNTech","6342"
"Canada","12/31/2020","Moderna, Pfizer/BioNTech","7205"
"Canada","1/1/2021","Moderna, Pfizer/BioNTech","8378"
"Canada","1/2/2021","Moderna, Pfizer/BioNTech","9101"
"Canada","1/3/2021","Moderna, Pfizer/BioNTech","9350"
"Canada","1/4/2021","Moderna, Pfizer/BioNTech","11044"
"Canada","1/5/2021","Moderna, Pfizer/BioNTech","12111"
"Canada","1/6/2021","Moderna, Pfizer/BioNTech","14887"
"Canada","1/7/2021","Moderna, Pfizer/BioNTech","17662"
"Canada","1/8/2021","Moderna, Pfizer/BioNTech","22412"
"Canada","1/9/2021","Moderna, Pfizer/BioNTech","26418"
"Canada","1/10/2021","Moderna, Pfizer/BioNTech","29046"
"Canada","1/11/2021","Moderna, Pfizer/BioNTech","31914"
"Canada","1/12/2021","Moderna, Pfizer/BioNTech","33281"
"Canada","1/13/2021","Moderna, Pfizer/BioNTech","33646"
"Canada","1/14/2021","Moderna, Pfizer/BioNTech","34290"
"Canada","1/15/2021","Moderna, Pfizer/BioNTech","35208"
"Canada","1/16/2021","Moderna, Pfizer/BioNTech","35134"
"Canada","1/17/2021","Moderna, Pfizer/BioNTech","35670"
"Canada","1/18/2021","Moderna, Pfizer/BioNTech","36358"
"Canada","1/19/2021","Moderna, Pfizer/BioNTech","37521"
"Canada","1/20/2021","Moderna, Pfizer/BioNTech","39576"
"Canada","1/21/2021","Moderna, Pfizer/BioNTech","39910"
"Canada","1/22/2021","Moderna, Pfizer/BioNTech","38417"
"Canada","1/23/2021","Moderna, Pfizer/BioNTech","36850"
"Canada","1/24/2021","Moderna, Pfizer/BioNTech","35101"
"Canada","1/25/2021","Moderna, Pfizer/BioNTech","32183"
"Chile","12/24/2020","Pfizer/BioNTech","1291"
"Chile","12/25/2020","Pfizer/BioNTech","4771"
"Chile","12/26/2020","Pfizer/BioNTech","3958"
"Chile","12/27/2020","Pfizer/BioNTech","2742"
"Chile","12/28/2020","Pfizer/BioNTech","2069"
"Chile","12/29/2020","Pfizer/BioNTech","1665"
"Chile","12/30/2020","Pfizer/BioNTech","1396"
"Chile","12/31/2020","Pfizer/BioNTech","1204"
"Chile","1/1/2021","Pfizer/BioNTech","530"
"Chile","1/2/2021","Pfizer/BioNTech","88"
"Chile","1/3/2021","Pfizer/BioNTech","51"
"Chile","1/4/2021","Pfizer/BioNTech","51"
"Chile","1/5/2021","Pfizer/BioNTech","250"
"Chile","1/6/2021","Pfizer/BioNTech","272"
"Chile","1/7/2021","Pfizer/BioNTech","344"
"Chile","1/8/2021","Pfizer/BioNTech","417"
"Chile","1/9/2021","Pfizer/BioNTech","489"
"Chile","1/10/2021","Pfizer/BioNTech","562"
"Chile","1/11/2021","Pfizer/BioNTech","635"
"Chile","1/12/2021","Pfizer/BioNTech","508"
"Chile","1/13/2021","Pfizer/BioNTech","559"
"Chile","1/14/2021","Pfizer/BioNTech","1038"
"Chile","1/15/2021","Pfizer/BioNTech","1437"
"Chile","1/16/2021","Pfizer/BioNTech","1366"
"Chile","1/17/2021","Pfizer/BioNTech","1291"
"Chile","1/18/2021","Pfizer/BioNTech","2699"
"Chile","1/19/2021","Pfizer/BioNTech","5267"
"Chile","1/20/2021","Pfizer/BioNTech","5632"
"Chile","1/21/2021","Pfizer/BioNTech","6328"
"Chile","1/22/2021","Pfizer/BioNTech","5882"
"Chile","1/23/2021","Pfizer/BioNTech","6000"
"Chile","1/24/2021","Pfizer/BioNTech","6020"
"Chile","1/25/2021","Pfizer/BioNTech","4557"
"China","12/15/2020","CNBG, Sinovac","276786"
"China","12/16/2020","CNBG, Sinovac","187500"
"China","12/17/2020","CNBG, Sinovac","187500"
"China","12/18/2020","CNBG, Sinovac","187500"
"China","12/19/2020","CNBG, Sinovac","187500"
"China","12/20/2020","CNBG, Sinovac","187500"
"China","12/21/2020","CNBG, Sinovac","187500"
"China","12/22/2020","CNBG, Sinovac","187500"
"China","12/23/2020","CNBG, Sinovac","187500"
"China","12/24/2020","CNBG, Sinovac","187500"
"China","12/25/2020","CNBG, Sinovac","187500"
"China","12/26/2020","CNBG, Sinovac","187500"
"China","12/27/2020","CNBG, Sinovac","187500"
"China","12/28/2020","CNBG, Sinovac","187500"
"China","12/29/2020","CNBG, Sinovac","187500"
"China","12/30/2020","CNBG, Sinovac","187500"
"China","12/31/2020","CNBG, Sinovac","187500"
"China","1/1/2021","CNBG, Sinovac","232143"
"China","1/2/2021","CNBG, Sinovac","276786"
"China","1/3/2021","CNBG, Sinovac","321429"
"China","1/4/2021","CNBG, Sinovac","366071"
"China","1/5/2021","CNBG, Sinovac","410714"
"China","1/6/2021","CNBG, Sinovac","455357"
"China","1/7/2021","CNBG, Sinovac","500000"
"China","1/8/2021","CNBG, Sinovac","500000"
"China","1/9/2021","CNBG, Sinovac","500000"
"China","1/10/2021","CNBG, Sinovac","464286"
"China","1/11/2021","CNBG, Sinovac","428571"
"China","1/12/2021","CNBG, Sinovac","392857"
"China","1/13/2021","CNBG, Sinovac","357143"
"China","1/14/2021","CNBG, Sinovac","387755"
"China","1/15/2021","CNBG, Sinovac","418367"
"China","1/16/2021","CNBG, Sinovac","448980"
"China","1/17/2021","CNBG, Sinovac","515306"
"China","1/18/2021","CNBG, Sinovac","581633"
"China","1/19/2021","CNBG, Sinovac","647959"
"China","1/20/2021","CNBG, Sinovac","714286"
"Costa Rica","12/24/2020","Pfizer/BioNTech","675.5"
"Costa Rica","12/25/2020","Pfizer/BioNTech","240"
"Costa Rica","12/26/2020","Pfizer/BioNTech","240"
"Costa Rica","12/27/2020","Pfizer/BioNTech","240"
"Costa Rica","12/28/2020","Pfizer/BioNTech","240"
"Costa Rica","12/29/2020","Pfizer/BioNTech","240"
"Costa Rica","12/30/2020","Pfizer/BioNTech","240"
"Costa Rica","12/31/2020","Pfizer/BioNTech","240"
"Costa Rica","1/1/2021","Pfizer/BioNTech","240"
"Costa Rica","1/2/2021","Pfizer/BioNTech","240"
"Costa Rica","1/3/2021","Pfizer/BioNTech","240"
"Costa Rica","1/4/2021","Pfizer/BioNTech","414"
"Costa Rica","1/5/2021","Pfizer/BioNTech","588"
"Costa Rica","1/6/2021","Pfizer/BioNTech","763"
"Costa Rica","1/7/2021","Pfizer/BioNTech","937"
"Costa Rica","1/8/2021","Pfizer/BioNTech","1111"
"Costa Rica","1/9/2021","Pfizer/BioNTech","1385"
"Costa Rica","1/10/2021","Pfizer/BioNTech","1659"
"Costa Rica","1/11/2021","Pfizer/BioNTech","1759"
"Costa Rica","1/12/2021","Pfizer/BioNTech","1859"
"Costa Rica","1/13/2021","Pfizer/BioNTech","1959"
"Costa Rica","1/14/2021","Pfizer/BioNTech","2058"
"Costa Rica","1/15/2021","Pfizer/BioNTech","2158"
"Costa Rica","1/16/2021","Pfizer/BioNTech","2066"
"Costa Rica","1/17/2021","Pfizer/BioNTech","1973"
"Costa Rica","1/18/2021","Pfizer/BioNTech","1880"
"Croatia","12/30/2020","Pfizer/BioNTech","2485"
"Croatia","12/31/2020","Pfizer/BioNTech","1105"
"Croatia","1/1/2021","Pfizer/BioNTech","1105"
"Croatia","1/2/2021","Pfizer/BioNTech","1105"
"Croatia","1/3/2021","Pfizer/BioNTech","1105"
"Croatia","1/4/2021","Pfizer/BioNTech","1036"
"Croatia","1/5/2021","Pfizer/BioNTech","989"
"Croatia","1/6/2021","Pfizer/BioNTech","1334"
"Croatia","1/7/2021","Pfizer/BioNTech","1662"
"Croatia","1/8/2021","Pfizer/BioNTech","2130"
"Croatia","1/9/2021","Pfizer/BioNTech","2689"
"Croatia","1/10/2021","Pfizer/BioNTech","2693"
"Croatia","1/11/2021","Pfizer/BioNTech","2748"
"Croatia","1/12/2021","Pfizer/BioNTech","2802"
"Croatia","1/13/2021","Pfizer/BioNTech","2479"
"Croatia","1/14/2021","Pfizer/BioNTech","2485"
"Croatia","1/15/2021","Pfizer/BioNTech","2364"
"Croatia","1/16/2021","Pfizer/BioNTech","2272"
"Croatia","1/17/2021","Pfizer/BioNTech","2510"
"Croatia","1/18/2021","Pfizer/BioNTech","2747"
"Croatia","1/19/2021","Pfizer/BioNTech","2984"
"Croatia","1/20/2021","Pfizer/BioNTech","3329"
"Croatia","1/21/2021","Pfizer/BioNTech","3343"
"Croatia","1/22/2021","Pfizer/BioNTech","3346"
"Croatia","1/23/2021","Pfizer/BioNTech","2960"
"Croatia","1/24/2021","Pfizer/BioNTech","2800"
"Croatia","1/25/2021","Pfizer/BioNTech","2640"
"Cyprus","1/6/2021","Pfizer/BioNTech","708"
"Cyprus","1/7/2021","Pfizer/BioNTech","534"
"Cyprus","1/8/2021","Pfizer/BioNTech","534"
"Cyprus","1/9/2021","Pfizer/BioNTech","534"
"Cyprus","1/10/2021","Pfizer/BioNTech","534"
"Cyprus","1/11/2021","Pfizer/BioNTech","594"
"Cyprus","1/12/2021","Pfizer/BioNTech","635"
"Cyprus","1/13/2021","Pfizer/BioNTech","664"
"Cyprus","1/14/2021","Pfizer/BioNTech","708"
"Cyprus","1/15/2021","Pfizer/BioNTech","751"
"Cyprus","1/16/2021","Pfizer/BioNTech","821"
"Cyprus","1/17/2021","Pfizer/BioNTech","891"
"Cyprus","1/18/2021","Pfizer/BioNTech","917"
"Cyprus","1/19/2021","Pfizer/BioNTech","943"
"Cyprus","1/20/2021","Pfizer/BioNTech","969"
"Cyprus","1/21/2021","Pfizer/BioNTech","996"
"Cyprus","1/22/2021","Pfizer/BioNTech","1022"
"Czechia","12/27/2020","Moderna, Pfizer/BioNTech","5378"
"Czechia","12/28/2020","Moderna, Pfizer/BioNTech","2229"
"Czechia","12/29/2020","Moderna, Pfizer/BioNTech","2798"
"Czechia","12/30/2020","Moderna, Pfizer/BioNTech","3010"
"Czechia","12/31/2020","Moderna, Pfizer/BioNTech","2583"
"Czechia","1/1/2021","Moderna, Pfizer/BioNTech","2119"
"Czechia","1/2/2021","Moderna, Pfizer/BioNTech","1974"
"Czechia","1/3/2021","Moderna, Pfizer/BioNTech","1822"
"Czechia","1/4/2021","Moderna, Pfizer/BioNTech","1994"
"Czechia","1/5/2021","Moderna, Pfizer/BioNTech","2128"
"Czechia","1/6/2021","Moderna, Pfizer/BioNTech","2439"
"Czechia","1/7/2021","Moderna, Pfizer/BioNTech","3361"
"Czechia","1/8/2021","Moderna, Pfizer/BioNTech","4730"
"Czechia","1/9/2021","Moderna, Pfizer/BioNTech","4832"
"Czechia","1/10/2021","Moderna, Pfizer/BioNTech","4944"
"Czechia","1/11/2021","Moderna, Pfizer/BioNTech","5812"
"Czechia","1/12/2021","Moderna, Pfizer/BioNTech","7042"
"Czechia","1/13/2021","Moderna, Pfizer/BioNTech","8132"
"Czechia","1/14/2021","Moderna, Pfizer/BioNTech","9103"
"Czechia","1/15/2021","Moderna, Pfizer/BioNTech","9588"
"Czechia","1/16/2021","Moderna, Pfizer/BioNTech","9771"
"Czechia","1/17/2021","Moderna, Pfizer/BioNTech","9963"
"Czechia","1/18/2021","Moderna, Pfizer/BioNTech","10515"
"Czechia","1/19/2021","Moderna, Pfizer/BioNTech","10743"
"Czechia","1/20/2021","Moderna, Pfizer/BioNTech","10919"
"Czechia","1/21/2021","Moderna, Pfizer/BioNTech","11087"
"Czechia","1/22/2021","Moderna, Pfizer/BioNTech","11174"
"Czechia","1/23/2021","Moderna, Pfizer/BioNTech","11220"
"Czechia","1/24/2021","Moderna, Pfizer/BioNTech","11136"
"Czechia","1/25/2021","Moderna, Pfizer/BioNTech","9226"
"Denmark","12/27/2020","Moderna, Pfizer/BioNTech","7095.5"
"Denmark","12/28/2020","Moderna, Pfizer/BioNTech","1994"
"Denmark","12/29/2020","Moderna, Pfizer/BioNTech","5527"
"Denmark","12/30/2020","Moderna, Pfizer/BioNTech","7525"
"Denmark","12/31/2020","Moderna, Pfizer/BioNTech","7223"
"Denmark","1/1/2021","Moderna, Pfizer/BioNTech","6254"
"Denmark","1/2/2021","Moderna, Pfizer/BioNTech","6712"
"Denmark","1/3/2021","Moderna, Pfizer/BioNTech","6616"
"Denmark","1/4/2021","Moderna, Pfizer/BioNTech","6679"
"Denmark","1/5/2021","Moderna, Pfizer/BioNTech","7319"
"Denmark","1/6/2021","Moderna, Pfizer/BioNTech","8525"
"Denmark","1/7/2021","Moderna, Pfizer/BioNTech","10138"
"Denmark","1/8/2021","Moderna, Pfizer/BioNTech","11022"
"Denmark","1/9/2021","Moderna, Pfizer/BioNTech","10008"
"Denmark","1/10/2021","Moderna, Pfizer/BioNTech","9261"
"Denmark","1/11/2021","Moderna, Pfizer/BioNTech","9008"
"Denmark","1/12/2021","Moderna, Pfizer/BioNTech","7139"
"Denmark","1/13/2021","Moderna, Pfizer/BioNTech","6098"
"Denmark","1/14/2021","Moderna, Pfizer/BioNTech","6122"
"Denmark","1/15/2021","Moderna, Pfizer/BioNTech","7052"
"Denmark","1/16/2021","Moderna, Pfizer/BioNTech","7451"
"Denmark","1/17/2021","Moderna, Pfizer/BioNTech","7800"
"Denmark","1/18/2021","Moderna, Pfizer/BioNTech","8567"
"Denmark","1/19/2021","Moderna, Pfizer/BioNTech","9160"
"Denmark","1/20/2021","Moderna, Pfizer/BioNTech","7840"
"Denmark","1/21/2021","Moderna, Pfizer/BioNTech","5852"
"Denmark","1/22/2021","Moderna, Pfizer/BioNTech","4568"
"Denmark","1/23/2021","Moderna, Pfizer/BioNTech","4948"
"Denmark","1/24/2021","Moderna, Pfizer/BioNTech","5299"
"Denmark","1/25/2021","Moderna, Pfizer/BioNTech","4439"
"Ecuador","1/21/2021","Pfizer/BioNTech","54"
"Ecuador","1/22/2021","Pfizer/BioNTech","108"
"England","12/20/2020","Oxford/AstraZeneca, Pfizer/BioNTech","107310.5"
"England","12/21/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/22/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/23/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/24/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/25/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/26/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/27/2020","Oxford/AstraZeneca, Pfizer/BioNTech","37625"
"England","12/28/2020","Oxford/AstraZeneca, Pfizer/BioNTech","39253"
"England","12/29/2020","Oxford/AstraZeneca, Pfizer/BioNTech","40882"
"England","12/30/2020","Oxford/AstraZeneca, Pfizer/BioNTech","42511"
"England","12/31/2020","Oxford/AstraZeneca, Pfizer/BioNTech","44139"
"England","1/1/2021","Oxford/AstraZeneca, Pfizer/BioNTech","45768"
"England","1/2/2021","Oxford/AstraZeneca, Pfizer/BioNTech","47396"
"England","1/3/2021","Oxford/AstraZeneca, Pfizer/BioNTech","49025"
"England","1/4/2021","Oxford/AstraZeneca, Pfizer/BioNTech","65678"
"England","1/5/2021","Oxford/AstraZeneca, Pfizer/BioNTech","82331"
"England","1/6/2021","Oxford/AstraZeneca, Pfizer/BioNTech","98984"
"England","1/7/2021","Oxford/AstraZeneca, Pfizer/BioNTech","115637"
