"country","date","vaccines","daily_vaccinations"
"Serbia","1/19/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","3783"
"Serbia","1/20/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","4098"
"Serbia","1/21/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","9528"
"Serbia","1/22/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","13880"
"Serbia","1/23/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","19485"
"Serbia","1/24/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","26632"
"Serbia","1/25/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","31534"
"Seychelles","1/9/2021","Sinopharm","1000"
"Seychelles","1/10/2021","Sinopharm","500"
"Seychelles","1/11/2021","Sinopharm","500"
"Seychelles","1/12/2021","Sinopharm","500"
"Seychelles","1/13/2021","Sinopharm","500"
"Seychelles","1/14/2021","Sinopharm","600"
"Seychelles","1/15/2021","Sinopharm","667"
"Seychelles","1/16/2021","Sinopharm","1000"
"Seychelles","1/17/2021","Sinopharm","1118"
"Seychelles","1/18/2021","Sinopharm","1236"
"Seychelles","1/19/2021","Sinopharm","1354"
"Seychelles","1/20/2021","Sinopharm","1595"
"Seychelles","1/21/2021","Sinopharm","1718"
"Seychelles","1/22/2021","Sinopharm","1841"
"Seychelles","1/23/2021","Sinopharm","1622"
"Singapore","1/11/2021","Pfizer/BioNTech","4907"
"Singapore","1/12/2021","Pfizer/BioNTech","2800"
"Singapore","1/13/2021","Pfizer/BioNTech","4090"
"Singapore","1/14/2021","Pfizer/BioNTech","4520"
"Singapore","1/15/2021","Pfizer/BioNTech","4735"
"Singapore","1/16/2021","Pfizer/BioNTech","4864"
"Singapore","1/17/2021","Pfizer/BioNTech","4950"
"Singapore","1/18/2021","Pfizer/BioNTech","5011"
"Singapore","1/19/2021","Pfizer/BioNTech","5380"
"Singapore","1/20/2021","Pfizer/BioNTech","5380"
"Singapore","1/21/2021","Pfizer/BioNTech","5380"
"Singapore","1/22/2021","Pfizer/BioNTech","5380"
"Slovakia","1/4/2021","Pfizer/BioNTech","5357"
"Slovakia","1/5/2021","Pfizer/BioNTech","425"
"Slovakia","1/6/2021","Pfizer/BioNTech","3309"
"Slovakia","1/7/2021","Pfizer/BioNTech","4544"
"Slovakia","1/8/2021","Pfizer/BioNTech","5137"
"Slovakia","1/9/2021","Pfizer/BioNTech","4456"
"Slovakia","1/10/2021","Pfizer/BioNTech","4221"
"Slovakia","1/11/2021","Pfizer/BioNTech","4174"
"Slovakia","1/12/2021","Pfizer/BioNTech","5616"
"Slovakia","1/13/2021","Pfizer/BioNTech","5661"
"Slovakia","1/14/2021","Pfizer/BioNTech","5685"
"Slovakia","1/15/2021","Pfizer/BioNTech","5744"
"Slovakia","1/16/2021","Pfizer/BioNTech","5669"
"Slovakia","1/17/2021","Pfizer/BioNTech","5241"
"Slovakia","1/18/2021","Pfizer/BioNTech","5968"
"Slovakia","1/19/2021","Pfizer/BioNTech","5473"
"Slovakia","1/20/2021","Pfizer/BioNTech","5585"
"Slovakia","1/21/2021","Pfizer/BioNTech","5535"
"Slovenia","1/3/2021","Pfizer/BioNTech","2374"
"Slovenia","1/4/2021","Pfizer/BioNTech","1270"
"Slovenia","1/5/2021","Pfizer/BioNTech","1484"
"Slovenia","1/6/2021","Pfizer/BioNTech","2110"
"Slovenia","1/7/2021","Pfizer/BioNTech","2601"
"Slovenia","1/8/2021","Pfizer/BioNTech","2718"
"Slovenia","1/9/2021","Pfizer/BioNTech","2333"
"Slovenia","1/10/2021","Pfizer/BioNTech","2087"
"Slovenia","1/11/2021","Pfizer/BioNTech","2183"
"Slovenia","1/12/2021","Pfizer/BioNTech","2223"
"Slovenia","1/13/2021","Pfizer/BioNTech","2471"
"Slovenia","1/14/2021","Pfizer/BioNTech","2689"
"Slovenia","1/15/2021","Pfizer/BioNTech","3036"
"Slovenia","1/16/2021","Pfizer/BioNTech","3073"
"Slovenia","1/17/2021","Pfizer/BioNTech","3070"
"Slovenia","1/18/2021","Pfizer/BioNTech","2942"
"Slovenia","1/19/2021","Pfizer/BioNTech","2772"
"Slovenia","1/20/2021","Pfizer/BioNTech","2415"
"Slovenia","1/21/2021","Pfizer/BioNTech","2420"
"Slovenia","1/22/2021","Pfizer/BioNTech","2009"
"Slovenia","1/23/2021","Pfizer/BioNTech","2034"
"Slovenia","1/24/2021","Pfizer/BioNTech","1992"
"Spain","1/4/2021","Moderna, Pfizer/BioNTech","55238"
"Spain","1/5/2021","Moderna, Pfizer/BioNTech","56505"
"Spain","1/6/2021","Moderna, Pfizer/BioNTech","45248"
"Spain","1/7/2021","Moderna, Pfizer/BioNTech","41496"
"Spain","1/8/2021","Moderna, Pfizer/BioNTech","48786"
"Spain","1/9/2021","Moderna, Pfizer/BioNTech","47569"
"Spain","1/10/2021","Moderna, Pfizer/BioNTech","46759"
"Spain","1/11/2021","Moderna, Pfizer/BioNTech","46180"
"Spain","1/12/2021","Moderna, Pfizer/BioNTech","49826"
"Spain","1/13/2021","Moderna, Pfizer/BioNTech","58330"
"Spain","1/14/2021","Moderna, Pfizer/BioNTech","66980"
"Spain","1/15/2021","Moderna, Pfizer/BioNTech","70139"
"Spain","1/16/2021","Moderna, Pfizer/BioNTech","70181"
"Spain","1/17/2021","Moderna, Pfizer/BioNTech","70223"
"Spain","1/18/2021","Moderna, Pfizer/BioNTech","70264"
"Spain","1/19/2021","Moderna, Pfizer/BioNTech","68282"
"Spain","1/20/2021","Moderna, Pfizer/BioNTech","63471"
"Spain","1/21/2021","Moderna, Pfizer/BioNTech","61016"
"Spain","1/22/2021","Moderna, Pfizer/BioNTech","56696"
"Spain","1/23/2021","Moderna, Pfizer/BioNTech","53971"
"Spain","1/24/2021","Moderna, Pfizer/BioNTech","51247"
"Spain","1/25/2021","Moderna, Pfizer/BioNTech","48522"
"Sweden","12/27/2020","Pfizer/BioNTech","5382.5"
"Sweden","12/28/2020","Pfizer/BioNTech","3859"
"Sweden","12/29/2020","Pfizer/BioNTech","3859"
"Sweden","12/30/2020","Pfizer/BioNTech","3859"
"Sweden","12/31/2020","Pfizer/BioNTech","3859"
"Sweden","1/1/2021","Pfizer/BioNTech","3859"
"Sweden","1/2/2021","Pfizer/BioNTech","3859"
"Sweden","1/3/2021","Pfizer/BioNTech","3859"
"Sweden","1/4/2021","Pfizer/BioNTech","4294"
"Sweden","1/5/2021","Pfizer/BioNTech","4729"
"Sweden","1/6/2021","Pfizer/BioNTech","5165"
"Sweden","1/7/2021","Pfizer/BioNTech","5600"
"Sweden","1/8/2021","Pfizer/BioNTech","6035"
"Sweden","1/9/2021","Pfizer/BioNTech","6470"
"Sweden","1/10/2021","Pfizer/BioNTech","6905"
"Sweden","1/11/2021","Pfizer/BioNTech","7292"
"Sweden","1/12/2021","Pfizer/BioNTech","7680"
"Sweden","1/13/2021","Pfizer/BioNTech","8067"
"Sweden","1/14/2021","Pfizer/BioNTech","8454"
"Sweden","1/15/2021","Pfizer/BioNTech","8841"
"Sweden","1/16/2021","Pfizer/BioNTech","9228"
"Sweden","1/17/2021","Pfizer/BioNTech","9616"
"Switzerland","12/23/2020","Pfizer/BioNTech","3000"
"Switzerland","12/24/2020","Pfizer/BioNTech","3000"
"Switzerland","12/25/2020","Pfizer/BioNTech","3000"
"Switzerland","12/26/2020","Pfizer/BioNTech","3000"
"Switzerland","12/27/2020","Pfizer/BioNTech","3000"
"Switzerland","12/28/2020","Pfizer/BioNTech","3000"
"Switzerland","12/29/2020","Pfizer/BioNTech","3000"
"Switzerland","12/30/2020","Pfizer/BioNTech","3000"
"Switzerland","12/31/2020","Pfizer/BioNTech","3000"
"Switzerland","1/1/2021","Pfizer/BioNTech","3000"
"Switzerland","1/2/2021","Pfizer/BioNTech","3000"
"Switzerland","1/3/2021","Pfizer/BioNTech","3000"
"Switzerland","1/4/2021","Pfizer/BioNTech","3000"
"Switzerland","1/5/2021","Pfizer/BioNTech","3000"
"Switzerland","1/6/2021","Pfizer/BioNTech","3000"
"Switzerland","1/7/2021","Pfizer/BioNTech","3000"
"Switzerland","1/8/2021","Pfizer/BioNTech","3000"
"Switzerland","1/9/2021","Pfizer/BioNTech","3000"
"Switzerland","1/10/2021","Pfizer/BioNTech","3000"
"Switzerland","1/11/2021","Pfizer/BioNTech","3000"
"Switzerland","1/12/2021","Pfizer/BioNTech","3000"
"Switzerland","1/13/2021","Pfizer/BioNTech","3000"
"Switzerland","1/14/2021","Pfizer/BioNTech","3000"
"Switzerland","1/15/2021","Pfizer/BioNTech","3829"
"Switzerland","1/16/2021","Pfizer/BioNTech","4657"
"Switzerland","1/17/2021","Pfizer/BioNTech","5486"
"Switzerland","1/18/2021","Pfizer/BioNTech","6314"
"Switzerland","1/19/2021","Pfizer/BioNTech","7143"
"Switzerland","1/20/2021","Pfizer/BioNTech","10984"
"Switzerland","1/21/2021","Pfizer/BioNTech","14826"
"Turkey","1/13/2021","Sinovac","150356"
"Turkey","1/14/2021","Sinovac","279452"
"Turkey","1/15/2021","Sinovac","308326"
"Turkey","1/16/2021","Sinovac","225634"
"Turkey","1/17/2021","Sinovac","176613"
"Turkey","1/18/2021","Sinovac","166482"
"Turkey","1/19/2021","Sinovac","158439"
"Turkey","1/20/2021","Sinovac","150356"
"Turkey","1/21/2021","Sinovac","120115"
"Turkey","1/22/2021","Sinovac","83651"
"Turkey","1/23/2021","Sinovac","78569"
"Turkey","1/24/2021","Sinovac","76886"
"Turkey","1/25/2021","Sinovac","67192"
"United Arab Emirates","1/5/2021","Pfizer/BioNTech, Sinopharm","86430"
"United Arab Emirates","1/6/2021","Pfizer/BioNTech, Sinopharm","30698"
"United Arab Emirates","1/7/2021","Pfizer/BioNTech, Sinopharm","30698"
"United Arab Emirates","1/8/2021","Pfizer/BioNTech, Sinopharm","38418"
"United Arab Emirates","1/9/2021","Pfizer/BioNTech, Sinopharm","48512"
"United Arab Emirates","1/10/2021","Pfizer/BioNTech, Sinopharm","52053"
"United Arab Emirates","1/11/2021","Pfizer/BioNTech, Sinopharm","56825"
"United Arab Emirates","1/12/2021","Pfizer/BioNTech, Sinopharm","64193"
"United Arab Emirates","1/13/2021","Pfizer/BioNTech, Sinopharm","76797"
"United Arab Emirates","1/14/2021","Pfizer/BioNTech, Sinopharm","91448"
"United Arab Emirates","1/15/2021","Pfizer/BioNTech, Sinopharm","103490"
"United Arab Emirates","1/16/2021","Pfizer/BioNTech, Sinopharm","111082"
"United Arab Emirates","1/17/2021","Pfizer/BioNTech, Sinopharm","113744"
"United Arab Emirates","1/18/2021","Pfizer/BioNTech, Sinopharm","114896"
"United Arab Emirates","1/19/2021","Pfizer/BioNTech, Sinopharm","112816"
"United Arab Emirates","1/20/2021","Pfizer/BioNTech, Sinopharm","109510"
"United Arab Emirates","1/21/2021","Pfizer/BioNTech, Sinopharm","102605"
"United Arab Emirates","1/22/2021","Pfizer/BioNTech, Sinopharm","96156"
"United Arab Emirates","1/23/2021","Pfizer/BioNTech, Sinopharm","89839"
"United Arab Emirates","1/24/2021","Pfizer/BioNTech, Sinopharm","86430"
"United Arab Emirates","1/25/2021","Pfizer/BioNTech, Sinopharm","85653"
"United Kingdom","12/20/2020","Oxford/AstraZeneca, Pfizer/BioNTech","120409"
"United Kingdom","12/21/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/22/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/23/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/24/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/25/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/26/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/27/2020","Oxford/AstraZeneca, Pfizer/BioNTech","46423"
"United Kingdom","12/28/2020","Oxford/AstraZeneca, Pfizer/BioNTech","47738"
"United Kingdom","12/29/2020","Oxford/AstraZeneca, Pfizer/BioNTech","49053"
"United Kingdom","12/30/2020","Oxford/AstraZeneca, Pfizer/BioNTech","50369"
"United Kingdom","12/31/2020","Oxford/AstraZeneca, Pfizer/BioNTech","51684"
"United Kingdom","1/1/2021","Oxford/AstraZeneca, Pfizer/BioNTech","52999"
"United Kingdom","1/2/2021","Oxford/AstraZeneca, Pfizer/BioNTech","54315"
"United Kingdom","1/3/2021","Oxford/AstraZeneca, Pfizer/BioNTech","55630"
"United Kingdom","1/4/2021","Oxford/AstraZeneca, Pfizer/BioNTech","74138"
"United Kingdom","1/5/2021","Oxford/AstraZeneca, Pfizer/BioNTech","92647"
"United Kingdom","1/6/2021","Oxford/AstraZeneca, Pfizer/BioNTech","111155"
"United Kingdom","1/7/2021","Oxford/AstraZeneca, Pfizer/BioNTech","129663"
"United Kingdom","1/8/2021","Oxford/AstraZeneca, Pfizer/BioNTech","148171"
"United Kingdom","1/9/2021","Oxford/AstraZeneca, Pfizer/BioNTech","166680"
"United Kingdom","1/10/2021","Oxford/AstraZeneca, Pfizer/BioNTech","185188"
"United Kingdom","1/11/2021","Oxford/AstraZeneca, Pfizer/BioNTech","182424"
"United Kingdom","1/12/2021","Oxford/AstraZeneca, Pfizer/BioNTech","187930"
"United Kingdom","1/13/2021","Oxford/AstraZeneca, Pfizer/BioNTech","202716"
"United Kingdom","1/14/2021","Oxford/AstraZeneca, Pfizer/BioNTech","222253"
"United Kingdom","1/15/2021","Oxford/AstraZeneca, Pfizer/BioNTech","242692"
"United Kingdom","1/16/2021","Oxford/AstraZeneca, Pfizer/BioNTech","256292"
"United Kingdom","1/17/2021","Oxford/AstraZeneca, Pfizer/BioNTech","262404"
"United Kingdom","1/18/2021","Oxford/AstraZeneca, Pfizer/BioNTech","268518"
"United Kingdom","1/19/2021","Oxford/AstraZeneca, Pfizer/BioNTech","286118"
"United Kingdom","1/20/2021","Oxford/AstraZeneca, Pfizer/BioNTech","297294"
"United Kingdom","1/21/2021","Oxford/AstraZeneca, Pfizer/BioNTech","310246"
"United Kingdom","1/22/2021","Oxford/AstraZeneca, Pfizer/BioNTech","331933"
"United Kingdom","1/23/2021","Oxford/AstraZeneca, Pfizer/BioNTech","362307"
"United Kingdom","1/24/2021","Oxford/AstraZeneca, Pfizer/BioNTech","361321"
"United States","12/20/2020","Moderna, Pfizer/BioNTech","378253"
"United States","12/21/2020","Moderna, Pfizer/BioNTech","57909"
"United States","12/22/2020","Moderna, Pfizer/BioNTech","127432"
"United States","12/23/2020","Moderna, Pfizer/BioNTech","150606"
"United States","12/24/2020","Moderna, Pfizer/BioNTech","191001"
"United States","12/25/2020","Moderna, Pfizer/BioNTech","215238"
"United States","12/26/2020","Moderna, Pfizer/BioNTech","231396"
"United States","12/27/2020","Moderna, Pfizer/BioNTech","211379"
"United States","12/28/2020","Moderna, Pfizer/BioNTech","216147"
"United States","12/29/2020","Moderna, Pfizer/BioNTech","235685"
"United States","12/30/2020","Moderna, Pfizer/BioNTech","255223"
"United States","12/31/2020","Moderna, Pfizer/BioNTech","278776"
"United States","1/1/2021","Moderna, Pfizer/BioNTech","302329"
"United States","1/2/2021","Moderna, Pfizer/BioNTech","325882"
"United States","1/3/2021","Moderna, Pfizer/BioNTech","336949"
"United States","1/4/2021","Moderna, Pfizer/BioNTech","348017"
"United States","1/5/2021","Moderna, Pfizer/BioNTech","339372"
"United States","1/6/2021","Moderna, Pfizer/BioNTech","358887"
"United States","1/7/2021","Moderna, Pfizer/BioNTech","378253"
"United States","1/8/2021","Moderna, Pfizer/BioNTech","419933"
"United States","1/9/2021","Moderna, Pfizer/BioNTech","461263"
"United States","1/10/2021","Moderna, Pfizer/BioNTech","546636"
"United States","1/11/2021","Moderna, Pfizer/BioNTech","632009"
"United States","1/12/2021","Moderna, Pfizer/BioNTech","641524"
"United States","1/13/2021","Moderna, Pfizer/BioNTech","710238"
"United States","1/14/2021","Moderna, Pfizer/BioNTech","747082"
"United States","1/15/2021","Moderna, Pfizer/BioNTech","798707"
"United States","1/16/2021","Moderna, Pfizer/BioNTech","811670"
"United States","1/17/2021","Moderna, Pfizer/BioNTech","824632"
"United States","1/18/2021","Moderna, Pfizer/BioNTech","837595"
"United States","1/19/2021","Moderna, Pfizer/BioNTech","911493"
"United States","1/20/2021","Moderna, Pfizer/BioNTech","892403"
"United States","1/21/2021","Moderna, Pfizer/BioNTech","913912"
"United States","1/22/2021","Moderna, Pfizer/BioNTech","975540"
"United States","1/23/2021","Moderna, Pfizer/BioNTech","1057387"
"United States","1/24/2021","Moderna, Pfizer/BioNTech","1122182"
"United States","1/25/2021","Moderna, Pfizer/BioNTech","1126251"
"Wales","12/13/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/14/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/15/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/16/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/17/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/18/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/19/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/20/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2198"
"Wales","12/21/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2136"
"Wales","12/22/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2074"
"Wales","12/23/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2012"
"Wales","12/24/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1950"
"Wales","12/25/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1887"
"Wales","12/26/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1825"
"Wales","12/27/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1763"
"Wales","12/28/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1796"
"Wales","12/29/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1830"
"Wales","12/30/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1863"
"Wales","12/31/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1896"
"Wales","1/1/2021","Oxford/AstraZeneca, Pfizer/BioNTech","1929"
"Wales","1/2/2021","Oxford/AstraZeneca, Pfizer/BioNTech","1962"
"Wales","1/3/2021","Oxford/AstraZeneca, Pfizer/BioNTech","1995"
"Wales","1/4/2021","Oxford/AstraZeneca, Pfizer/BioNTech","2450"
"Wales","1/5/2021","Oxford/AstraZeneca, Pfizer/BioNTech","2904"
"Wales","1/6/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3359"
"Wales","1/7/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3814"
"Wales","1/8/2021","Oxford/AstraZeneca, Pfizer/BioNTech","4268"
"Wales","1/9/2021","Oxford/AstraZeneca, Pfizer/BioNTech","4723"
"Wales","1/10/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5177"
"Wales","1/11/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5183"
"Wales","1/12/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5893"
"Wales","1/13/2021","Oxford/AstraZeneca, Pfizer/BioNTech","6812"
"Wales","1/14/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7988"
"Wales","1/15/2021","Oxford/AstraZeneca, Pfizer/BioNTech","8460"
"Wales","1/16/2021","Oxford/AstraZeneca, Pfizer/BioNTech","8931"
"Wales","1/17/2021","Oxford/AstraZeneca, Pfizer/BioNTech","9403"
"Wales","1/18/2021","Oxford/AstraZeneca, Pfizer/BioNTech","10123"
"Wales","1/19/2021","Oxford/AstraZeneca, Pfizer/BioNTech","10672"
"Wales","1/20/2021","Oxford/AstraZeneca, Pfizer/BioNTech","11105"
"Wales","1/21/2021","Oxford/AstraZeneca, Pfizer/BioNTech","12318"
"Wales","1/22/2021","Oxford/AstraZeneca, Pfizer/BioNTech","15148"
"Wales","1/23/2021","Oxford/AstraZeneca, Pfizer/BioNTech","17371"
"Wales","1/24/2021","Oxford/AstraZeneca, Pfizer/BioNTech","17063"
"null","null","null","11645"
"null","null","null","7850"
"null","null","null","3662"
"null","null","null","3606"
"null","null","null","17220"
"null","null","null","1010"
"null","null","null","11044"
"null","null","null","1291"
"null","null","null","276786"
"null","null","null","675.5"
"null","null","null","2485"
"null","null","null","708"
"null","null","null","5378"
"null","null","null","7095.5"
"null","null","null","54"
"null","null","null","107310.5"
"null","null","null","1043"
"null","null","null","2035.5"
"null","null","null","41496"
"null","null","null","51184"
"null","null","null","713"
"null","null","null","5290"
"null","null","null","5464.5"
"null","null","null","63"
"null","null","null","173922"
"null","null","null","13200"
"null","null","null","6528"
"null","null","null","138"
"null","null","null","92587"
"null","null","null","44475.5"
"null","null","null","0"
"null","null","null","592"
"null","null","null","1933.5"
"null","null","null","88"
"null","null","null","407.5"
"null","null","null","5488"
"null","null","null","6762"
"null","null","null","2135"
"null","null","null","2958"
"null","null","null","1192"
"null","null","null","1324"
"null","null","null","22702.5"
"null","null","null","5944"
"null","null","null","13030"
"null","null","null","23563"
"null","null","null","16807.5"
"null","null","null","5821"
"null","null","null","2920"
"null","null","null","1000"
"null","null","null","4907"
"null","null","null","5357"
"null","null","null","2374"
"null","null","null","55238"
"null","null","null","5382.5"
"null","null","null","3000"
"null","null","null","150356"
"null","null","null","86430"
"null","null","null","120409"
"null","null","null","378253"
"null","null","null","2198"
"null","null","null","11645"
"null","null","null","7850"
"null","null","null","3662"
"null","null","null","3606"
"null","null","null","17220"
"null","null","null","1010"
"null","null","null","11044"
"null","null","null","1291"
"null","null","null","276786"
"null","null","null","675.5"
"null","null","null","2485"
"null","null","null","708"
"null","null","null","5378"
"null","null","null","7095.5"
"null","null","null","54"
"null","null","null","107310.5"
"null","null","null","1043"
"null","null","null","2035.5"
"null","null","null","41496"
"null","null","null","51184"
"null","null","null","713"
"null","null","null","5290"
"null","null","null","5464.5"
"null","null","null","63"
"null","null","null","173922"
"null","null","null","13200"
"null","null","null","6528"
"null","null","null","138"
"null","null","null","92587"
"null","null","null","44475.5"
"null","null","null","0"
"null","null","null","592"
"null","null","null","1933.5"
"null","null","null","88"
"null","null","null","407.5"
"null","null","null","5488"
"null","null","null","6762"
"null","null","null","2135"
"null","null","null","2958"
"null","null","null","1192"
"null","null","null","1324"
"null","null","null","22702.5"
"null","null","null","5944"
"null","null","null","13030"
"null","null","null","23563"
"null","null","null","16807.5"
"null","null","null","5821"
"null","null","null","2920"
"null","null","null","1000"
"null","null","null","4907"
"null","null","null","5357"
"null","null","null","2374"
"null","null","null","55238"
"null","null","null","5382.5"
"null","null","null","3000"
"null","null","null","150356"
"null","null","null","86430"
"null","null","null","120409"
"null","null","null","378253"
"null","null","null","2198"
